,away,home,month,day,predicted.runs,bookie,predicted.run.rank,predicted.bookie.rank,the.bet,betting.opportunity
8,MIA,WSH,5,25,10.365787047250448,9.0,16.0,7.0,OVER,9.0
12,SD,TOR,5,25,8.927144130525162,10.0,3.0,12.0,UNDER,9.0
6,LAD,PIT,5,25,9.37960740063413,8.0,10.0,1.5,OVER,8.5
7,PHI,MIL,5,25,9.086339116853756,10.0,4.0,12.0,UNDER,8.0
15,TB,CLE,5,25,9.587519271584355,8.5,11.0,4.0,OVER,7.0
2,CIN,CHC,5,25,9.812248720287826,11.0,12.0,15.0,UNDER,3.0
5,BOS,HOU,5,25,8.660914838176248,8.5,1.0,4.0,UNDER,3.0
3,NYY,KC,5,25,10.014015677010404,10.0,14.0,12.0,OVER,2.0
4,SEA,OAK,5,25,9.089249820148758,9.0,5.0,7.0,UNDER,2.0
14,TEX,LAA,5,25,9.114561464475447,8.5,6.0,4.0,OVER,2.0
13,ATL,STL,5,25,9.308705362740191,9.5,8.0,9.5,UNDER,1.5
0,CWS,MIN,5,25,9.82948071934447,10.5,13.0,14.0,UNDER,1.0
9,BAL,COL,5,25,10.167153579250682,11.5,15.0,16.0,UNDER,1.0
10,NYY,KC,5,25,9.329291891661153,9.5,9.0,9.5,UNDER,0.5
11,ARI,SF,5,25,8.83716057438879,8.0,2.0,1.5,OVER,0.5
1,DET,NYM,5,25,9.132649244960241,9.0,7.0,7.0,OVER,0.0
